s,a,s',reward,case,amount
"A_REGISTERED,1,2,1,1,0",A_ACTIVATED,"A_ACTIVATED,1,2,1,1,0",0.0,177576,7500
"A_ACTIVATED,1,2,1,1,0",END,END,0.0,177576,7500
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,177579,5000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,177579,5000
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,177579,5000
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-6.93,177579,5000
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,177579,5000
"A_ACCEPTED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,177579,5000
"O_SELECTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,177579,5000
"A_FINALIZED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,177579,5000
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,177579,5000
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-2.55,177579,5000
"W_Call_after_offer,1,0,1,0,0",A_DECLINED,"A_DECLINED,1,0,1,0,0",0.0,177579,5000
"A_DECLINED,1,0,1,0,0",O_DECLINED,"O_DECLINED,1,0,1,0,0",0.0,177579,5000
"O_DECLINED,1,0,1,0,0",END,END,0.0,177579,5000
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,177582,10000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,177582,10000
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-0.19,177582,10000
"W_Fix_incomplete_submission,0,0,0,0,1",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,1",0.0,177582,10000
"A_PREACCEPTED,0,0,0,0,1",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,1",-10.61,177582,10000
"W_Complete_preaccepted_appl,0,0,0,0,1",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,1",0.0,177582,10000
"A_ACCEPTED,0,0,0,0,1",O_SELECTED,"O_SELECTED,0,0,0,0,1",0.0,177582,10000
"O_SELECTED,0,0,0,0,1",A_FINALIZED,"A_FINALIZED,0,0,0,0,1",0.0,177582,10000
"A_FINALIZED,0,0,0,0,1",O_CREATED,"O_CREATED,0,0,0,0,1",0.0,177582,10000
"O_CREATED,0,0,0,0,1",O_SENT,"O_SENT,0,0,1,0,1",0.0,177582,10000
"O_SENT,0,0,1,0,1",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,1",-0.62,177582,10000
"W_Call_after_offer,1,0,1,0,1",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,1",0.0,177582,10000
"O_SENT_BACK,1,0,1,1,1",W_Assess_application,"W_Assess_application,1,0,1,1,1",-13.49,177582,10000
"W_Assess_application,1,0,1,1,1",A_DECLINED,"A_DECLINED,1,0,1,1,1",0.0,177582,10000
"A_DECLINED,1,0,1,1,1",O_DECLINED,"O_DECLINED,1,0,1,1,1",0.0,177582,10000
"O_DECLINED,1,0,1,1,1",END,END,0.0,177582,10000
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,177585,10000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,177585,10000
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,177585,10000
"A_DECLINED,0,0,0,0,0",END,END,0.0,177585,10000
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,177588,12000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,177588,12000
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,177588,12000
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-5.93,177588,12000
"W_Complete_preaccepted_appl,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,177588,12000
"A_DECLINED,0,0,0,0,0",END,END,0.0,177588,12000
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,177591,17500
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,177591,17500
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,177591,17500
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-3.81,177591,17500
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,177591,17500
"A_ACCEPTED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,177591,17500
"O_SELECTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,177591,17500
"A_FINALIZED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,177591,17500
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,177591,17500
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-0.43,177591,17500
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,177591,17500
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-15.97,177591,17500
"W_Assess_application,1,0,1,1,0",O_ACCEPTED,"O_ACCEPTED,1,0,1,1,0",2625.0,177591,17500
"O_ACCEPTED,1,0,1,1,0",A_APPROVED,"A_APPROVED,1,0,1,1,0",0.0,177591,17500
"A_APPROVED,1,0,1,1,0",A_REGISTERED,"A_REGISTERED,1,0,1,1,0",0.0,177591,17500
"A_REGISTERED,1,0,1,1,0",A_ACTIVATED,"A_ACTIVATED,1,0,1,1,0",0.0,177591,17500
"A_ACTIVATED,1,0,1,1,0",END,END,0.0,177591,17500
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,177594,10500
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,177594,10500
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,177594,10500
"A_DECLINED,0,0,0,0,0",END,END,0.0,177594,10500
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,177597,2500
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,177597,2500
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,177597,2500
"A_DECLINED,0,0,0,0,0",END,END,0.0,177597,2500
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,177600,10000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,177600,10000
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,177600,10000
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-9.35,177600,10000
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,177600,10000
"A_ACCEPTED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,177600,10000
"O_SELECTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,177600,10000
"A_FINALIZED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,177600,10000
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,177600,10000
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-7.4,177600,10000
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,177600,10000
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-8.31,177600,10000
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-26.41,177600,10000
"W_Call_missing_information,1,1,1,1,0",W_Assess_application,"W_Assess_application,1,1,1,1,0",-32.66,177600,10000
"W_Assess_application,1,1,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,2,1,1,0",-21.7,177600,10000
"W_Call_missing_information,1,2,1,1,0",W_Assess_application,"W_Assess_application,1,2,1,1,0",-48.78,177600,10000
"W_Assess_application,1,2,1,1,0",O_ACCEPTED,"O_ACCEPTED,1,2,1,1,0",1500.0,177600,10000
"O_ACCEPTED,1,2,1,1,0",A_APPROVED,"A_APPROVED,1,2,1,1,0",0.0,177600,10000
"A_APPROVED,1,2,1,1,0",A_REGISTERED,"A_REGISTERED,1,2,1,1,0",0.0,177600,10000
"A_REGISTERED,1,2,1,1,0",A_ACTIVATED,"A_ACTIVATED,1,2,1,1,0",0.0,177600,10000
"A_ACTIVATED,1,2,1,1,0",END,END,0.0,177600,10000
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,177603,12000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,177603,12000
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,177603,12000
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-3.78,177603,12000
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,177603,12000
"A_ACCEPTED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,177603,12000
"O_SELECTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,177603,12000
"A_FINALIZED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,177603,12000
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,177603,12000
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-1.12,177603,12000
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,177603,12000
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-17.23,177603,12000
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-1.95,177603,12000
"W_Call_missing_information,1,1,1,1,0",O_CANCELLED,"O_CANCELLED,1,1,1,1,0",0.0,177603,12000
"O_CANCELLED,1,1,1,1,0",O_SELECTED,"O_SELECTED,1,1,1,1,0",0.0,177603,12000
"O_SELECTED,1,1,1,1,0",O_CREATED,"O_CREATED,1,1,1,1,0",0.0,177603,12000
"O_CREATED,1,1,1,1,0",O_SENT,"O_SENT,1,1,2,1,0",0.0,177603,12000
"O_SENT,1,1,2,1,0",W_Call_missing_information,"W_Call_missing_information,1,2,2,1,0",-0.44,177603,12000
"W_Call_missing_information,1,2,2,1,0",O_CANCELLED,"O_CANCELLED,1,2,2,1,0",0.0,177603,12000
"O_CANCELLED,1,2,2,1,0",O_SELECTED,"O_SELECTED,1,2,2,1,0",0.0,177603,12000
"O_SELECTED,1,2,2,1,0",O_CREATED,"O_CREATED,1,2,2,1,0",0.0,177603,12000
"O_CREATED,1,2,2,1,0",O_SENT,"O_SENT,1,2,3,1,0",0.0,177603,12000
"O_SENT,1,2,3,1,0",W_Call_missing_information,"W_Call_missing_information,1,3,3,1,0",-0.77,177603,12000
"W_Call_missing_information,1,3,3,1,0",O_SENT_BACK,"O_SENT_BACK,1,3,3,2,0",0.0,177603,12000
"O_SENT_BACK,1,3,3,2,0",W_Assess_application,"W_Assess_application,1,3,3,2,0",-1.31,177603,12000
"W_Assess_application,1,3,3,2,0",O_ACCEPTED,"O_ACCEPTED,1,3,3,2,0",1800.0,177603,12000
"O_ACCEPTED,1,3,3,2,0",A_APPROVED,"A_APPROVED,1,3,3,2,0",0.0,177603,12000
"A_APPROVED,1,3,3,2,0",A_REGISTERED,"A_REGISTERED,1,3,3,2,0",0.0,177603,12000
"A_REGISTERED,1,3,3,2,0",A_ACTIVATED,"A_ACTIVATED,1,3,3,2,0",0.0,177603,12000
"A_ACTIVATED,1,3,3,2,0",END,END,0.0,177603,12000
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,177606,55000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,177606,55000
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-1.7,177606,55000
"W_Fix_incomplete_submission,0,0,0,0,1",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,1",0.0,177606,55000
"A_PREACCEPTED,0,0,0,0,1",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,1",-6.05,177606,55000
"W_Complete_preaccepted_appl,0,0,0,0,1",A_DECLINED,"A_DECLINED,0,0,0,0,1",0.0,177606,55000
"A_DECLINED,0,0,0,0,1",END,END,0.0,177606,55000
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,177609,47000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,177609,47000
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-1.47,177609,47000
"W_Fix_incomplete_submission,0,0,0,0,1",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,1",0.0,177609,47000
"A_PREACCEPTED,0,0,0,0,1",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,1",-9.04,177609,47000
"W_Complete_preaccepted_appl,0,0,0,0,1",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,1",0.0,177609,47000
"A_ACCEPTED,0,0,0,0,1",O_SELECTED,"O_SELECTED,0,0,0,0,1",0.0,177609,47000
"O_SELECTED,0,0,0,0,1",A_FINALIZED,"A_FINALIZED,0,0,0,0,1",0.0,177609,47000
"A_FINALIZED,0,0,0,0,1",O_CREATED,"O_CREATED,0,0,0,0,1",0.0,177609,47000
"O_CREATED,0,0,0,0,1",O_SENT,"O_SENT,0,0,1,0,1",0.0,177609,47000
"O_SENT,0,0,1,0,1",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,1",-3.39,177609,47000
"W_Call_after_offer,1,0,1,0,1",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,1",0.0,177609,47000
"O_SENT_BACK,1,0,1,1,1",W_Assess_application,"W_Assess_application,1,0,1,1,1",-24.91,177609,47000
"W_Assess_application,1,0,1,1,1",O_ACCEPTED,"O_ACCEPTED,1,0,1,1,1",7050.0,177609,47000
"O_ACCEPTED,1,0,1,1,1",A_APPROVED,"A_APPROVED,1,0,1,1,1",0.0,177609,47000
"A_APPROVED,1,0,1,1,1",A_REGISTERED,"A_REGISTERED,1,0,1,1,1",0.0,177609,47000
"A_REGISTERED,1,0,1,1,1",A_ACTIVATED,"A_ACTIVATED,1,0,1,1,1",0.0,177609,47000
"A_ACTIVATED,1,0,1,1,1",END,END,0.0,177609,47000
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,177612,5000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,177612,5000
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,177612,5000
"A_DECLINED,0,0,0,0,0",END,END,0.0,177612,5000
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,177615,20000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,177615,20000
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,177615,20000
"A_DECLINED,0,0,0,0,0",END,END,0.0,177615,20000
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,177618,8000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,177618,8000
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,177618,8000
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-5.48,177618,8000
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,177618,8000
"A_ACCEPTED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,177618,8000
"O_SELECTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,177618,8000
"A_FINALIZED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,177618,8000
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,177618,8000
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-15.26,177618,8000
"W_Call_after_offer,1,0,1,0,0",O_CANCELLED,"O_CANCELLED,1,0,1,0,0",0.0,177618,8000
"O_CANCELLED,1,0,1,0,0",O_SELECTED,"O_SELECTED,1,0,1,0,0",0.0,177618,8000
"O_SELECTED,1,0,1,0,0",O_CREATED,"O_CREATED,1,0,1,0,0",0.0,177618,8000
"O_CREATED,1,0,1,0,0",O_SENT,"O_SENT,1,0,2,0,0",0.0,177618,8000
"O_SENT,1,0,2,0,0",W_Call_after_offer,"W_Call_after_offer,2,0,2,0,0",-12.13,177618,8000
"W_Call_after_offer,2,0,2,0,0",O_SENT_BACK,"O_SENT_BACK,2,0,2,1,0",0.0,177618,8000
"O_SENT_BACK,2,0,2,1,0",W_Assess_application,"W_Assess_application,2,0,2,1,0",-11.34,177618,8000
"W_Assess_application,2,0,2,1,0",W_Call_missing_information,"W_Call_missing_information,2,1,2,1,0",-4.72,177618,8000
"W_Call_missing_information,2,1,2,1,0",W_Assess_application,"W_Assess_application,2,1,2,1,0",-27.0,177618,8000
"W_Assess_application,2,1,2,1,0",O_ACCEPTED,"O_ACCEPTED,2,1,2,1,0",1200.0,177618,8000
"O_ACCEPTED,2,1,2,1,0",A_APPROVED,"A_APPROVED,2,1,2,1,0",0.0,177618,8000
"A_APPROVED,2,1,2,1,0",A_REGISTERED,"A_REGISTERED,2,1,2,1,0",0.0,177618,8000
"A_REGISTERED,2,1,2,1,0",A_ACTIVATED,"A_ACTIVATED,2,1,2,1,0",0.0,177618,8000
"A_ACTIVATED,2,1,2,1,0",END,END,0.0,177618,8000
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,177621,15000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,177621,15000
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-0.21,177621,15000
"W_Fix_incomplete_submission,0,0,0,0,1",A_DECLINED,"A_DECLINED,0,0,0,0,1",0.0,177621,15000
"A_DECLINED,0,0,0,0,1",END,END,0.0,177621,15000
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,177624,22500
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,177624,22500
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,177624,22500
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-6.8,177624,22500
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,177624,22500
"A_ACCEPTED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,177624,22500
"O_SELECTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,177624,22500
"A_FINALIZED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,177624,22500
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,177624,22500
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-1.35,177624,22500
"W_Call_after_offer,1,0,1,0,0",O_CANCELLED,"O_CANCELLED,1,0,1,0,0",0.0,177624,22500
"O_CANCELLED,1,0,1,0,0",O_SELECTED,"O_SELECTED,1,0,1,0,0",0.0,177624,22500
"O_SELECTED,1,0,1,0,0",O_CREATED,"O_CREATED,1,0,1,0,0",0.0,177624,22500
"O_CREATED,1,0,1,0,0",O_SENT,"O_SENT,1,0,2,0,0",0.0,177624,22500
"O_SENT,1,0,2,0,0",W_Call_after_offer,"W_Call_after_offer,2,0,2,0,0",-6.79,177624,22500
"W_Call_after_offer,2,0,2,0,0",O_SENT_BACK,"O_SENT_BACK,2,0,2,1,0",0.0,177624,22500
"O_SENT_BACK,2,0,2,1,0",W_Assess_application,"W_Assess_application,2,0,2,1,0",-19.03,177624,22500
"W_Assess_application,2,0,2,1,0",O_CANCELLED,"O_CANCELLED,2,0,2,1,0",0.0,177624,22500
"O_CANCELLED,2,0,2,1,0",O_SELECTED,"O_SELECTED,2,0,2,1,0",0.0,177624,22500
"O_SELECTED,2,0,2,1,0",O_CREATED,"O_CREATED,2,0,2,1,0",0.0,177624,22500
"O_CREATED,2,0,2,1,0",O_SENT,"O_SENT,2,0,3,1,0",0.0,177624,22500
"O_SENT,2,0,3,1,0",W_Call_missing_information,"W_Call_missing_information,2,1,3,1,0",-35.93,177624,22500
"W_Call_missing_information,2,1,3,1,0",O_SENT_BACK,"O_SENT_BACK,2,1,3,2,0",0.0,177624,22500
"O_SENT_BACK,2,1,3,2,0",W_Assess_application,"W_Assess_application,2,1,3,2,0",-40.33,177624,22500
"W_Assess_application,2,1,3,2,0",W_Call_missing_information,"W_Call_missing_information,2,2,3,2,0",-8.6,177624,22500
"W_Call_missing_information,2,2,3,2,0",O_CANCELLED,"O_CANCELLED,2,2,3,2,0",0.0,177624,22500
"O_CANCELLED,2,2,3,2,0",O_SELECTED,"O_SELECTED,2,2,3,2,0",0.0,177624,22500
"O_SELECTED,2,2,3,2,0",O_CREATED,"O_CREATED,2,2,3,2,0",0.0,177624,22500
"O_CREATED,2,2,3,2,0",O_SENT,"O_SENT,2,2,4,2,0",0.0,177624,22500
"O_SENT,2,2,4,2,0",W_Call_missing_information,"W_Call_missing_information,2,3,4,2,0",-0.43,177624,22500
"W_Call_missing_information,2,3,4,2,0",A_CANCELLED,"A_CANCELLED,2,3,4,2,0",0.0,177624,22500
"A_CANCELLED,2,3,4,2,0",O_CANCELLED,"O_CANCELLED,2,3,4,2,0",0.0,177624,22500
"O_CANCELLED,2,3,4,2,0",END,END,0.0,177624,22500
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,177627,5000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,177627,5000
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,177627,5000
"A_DECLINED,0,0,0,0,0",END,END,0.0,177627,5000
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,177630,12000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,177630,12000
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,177630,12000
"A_DECLINED,0,0,0,0,0",END,END,0.0,177630,12000
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,177633,5700
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,177633,5700
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,177633,5700
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-8.21,177633,5700
"W_Complete_preaccepted_appl,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,177633,5700
"A_DECLINED,0,0,0,0,0",END,END,0.0,177633,5700
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,177636,4000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,177636,4000
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,177636,4000
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-6.23,177636,4000
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,177636,4000
"A_ACCEPTED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,177636,4000
"O_SELECTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,177636,4000
"A_FINALIZED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,177636,4000
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,177636,4000
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-0.13,177636,4000
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,177636,4000
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-9.73,177636,4000
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-1.25,177636,4000
"W_Call_missing_information,1,1,1,1,0",W_Assess_application,"W_Assess_application,1,1,1,1,0",-3.35,177636,4000
"W_Assess_application,1,1,1,1,0",O_ACCEPTED,"O_ACCEPTED,1,1,1,1,0",600.0,177636,4000
