s,a,s',reward,case,amount
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,1638,29000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-9.86,1638,29000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,1638,29000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-20.18,1638,29000.0
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-4.4,1638,29000.0
"W_Call_missing_information,1,1,1,1,0",O_SELECTED,"O_SELECTED,1,1,1,1,0",0.0,1638,29000.0
"O_SELECTED,1,1,1,1,0",O_CREATED,"O_CREATED,1,1,1,1,0",0.0,1638,29000.0
"O_CREATED,1,1,1,1,0",O_SENT,"O_SENT,1,1,2,1,0",0.0,1638,29000.0
"O_SENT,1,1,2,1,0",W_Call_after_offer,"W_Call_after_offer,2,1,2,1,0",-20.25,1638,29000.0
"W_Call_after_offer,2,1,2,1,0",O_ACCEPTED,"O_ACCEPTED,2,1,2,1,0",0.0,1638,29000.0
"O_ACCEPTED,2,1,2,1,0",A_APPROVED,"A_APPROVED,2,1,2,1,0",0.0,1638,29000.0
"A_APPROVED,2,1,2,1,0",A_REGISTERED,"A_REGISTERED,2,1,2,1,0",0.0,1638,29000.0
"A_REGISTERED,2,1,2,1,0",A_ACTIVATED,"A_ACTIVATED,2,1,2,1,0",0.0,1638,29000.0
"A_ACTIVATED,2,1,2,1,0",END,END,4350.0,1638,29000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1639,13000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1639,13000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,1639,13000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,1639,13000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,164,5000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,164,5000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,164,5000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-14.51,164,5000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,164,5000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,164,5000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,164,5000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,164,5000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,164,5000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-8.76,164,5000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,164,5000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-4.47,164,5000.0
"W_Assess_application,1,0,1,1,0",O_SELECTED,"O_SELECTED,1,0,1,1,0",0.0,164,5000.0
"O_SELECTED,1,0,1,1,0",O_CREATED,"O_CREATED,1,0,1,1,0",0.0,164,5000.0
"O_CREATED,1,0,1,1,0",O_SENT,"O_SENT,1,0,2,1,0",0.0,164,5000.0
"O_SENT,1,0,2,1,0",W_Call_after_offer,"W_Call_after_offer,2,0,2,1,0",-10.67,164,5000.0
"W_Call_after_offer,2,0,2,1,0",O_SENT_BACK,"O_SENT_BACK,2,0,2,2,0",0.0,164,5000.0
"O_SENT_BACK,2,0,2,2,0",W_Assess_application,"W_Assess_application,2,0,2,2,0",-23.24,164,5000.0
"W_Assess_application,2,0,2,2,0",W_Call_missing_information,"W_Call_missing_information,2,1,2,2,0",-6.2,164,5000.0
"W_Call_missing_information,2,1,2,2,0",O_CANCELLED,"O_CANCELLED,2,1,2,2,0",0.0,164,5000.0
"O_CANCELLED,2,1,2,2,0",O_SELECTED,"O_SELECTED,2,1,2,2,0",0.0,164,5000.0
"O_SELECTED,2,1,2,2,0",O_CREATED,"O_CREATED,2,1,2,2,0",0.0,164,5000.0
"O_CREATED,2,1,2,2,0",O_SENT,"O_SENT,2,1,3,2,0",0.0,164,5000.0
"O_SENT,2,1,3,2,0",W_Call_after_offer,"W_Call_after_offer,3,1,3,2,0",-1.58,164,5000.0
"W_Call_after_offer,3,1,3,2,0",O_ACCEPTED,"O_ACCEPTED,3,1,3,2,0",0.0,164,5000.0
"O_ACCEPTED,3,1,3,2,0",A_APPROVED,"A_APPROVED,3,1,3,2,0",0.0,164,5000.0
"A_APPROVED,3,1,3,2,0",A_REGISTERED,"A_REGISTERED,3,1,3,2,0",0.0,164,5000.0
"A_REGISTERED,3,1,3,2,0",A_ACTIVATED,"A_ACTIVATED,3,1,3,2,0",0.0,164,5000.0
"A_ACTIVATED,3,1,3,2,0",END,END,750.0,164,5000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1640,10000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1640,10000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,1640,10000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-20.0,1640,10000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,1640,10000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,1640,10000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,1640,10000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,1640,10000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,1640,10000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-0.33,1640,10000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,1640,10000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-3.3,1640,10000.0
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-3.3,1640,10000.0
"W_Call_missing_information,1,1,1,1,0",O_SELECTED,"O_SELECTED,1,1,1,1,0",0.0,1640,10000.0
"O_SELECTED,1,1,1,1,0",O_CREATED,"O_CREATED,1,1,1,1,0",0.0,1640,10000.0
"O_CREATED,1,1,1,1,0",O_SENT,"O_SENT,1,1,2,1,0",0.0,1640,10000.0
"O_SENT,1,1,2,1,0",W_Call_after_offer,"W_Call_after_offer,2,1,2,1,0",-26.29,1640,10000.0
"W_Call_after_offer,2,1,2,1,0",O_SENT_BACK,"O_SENT_BACK,2,1,2,2,0",0.0,1640,10000.0
"O_SENT_BACK,2,1,2,2,0",W_Assess_application,"W_Assess_application,2,1,2,2,0",-1.95,1640,10000.0
"W_Assess_application,2,1,2,2,0",W_Call_missing_information,"W_Call_missing_information,2,2,2,2,0",-3.42,1640,10000.0
"W_Call_missing_information,2,2,2,2,0",O_CANCELLED,"O_CANCELLED,2,2,2,2,0",0.0,1640,10000.0
"O_CANCELLED,2,2,2,2,0",O_SELECTED,"O_SELECTED,2,2,2,2,0",0.0,1640,10000.0
"O_SELECTED,2,2,2,2,0",O_CREATED,"O_CREATED,2,2,2,2,0",0.0,1640,10000.0
"O_CREATED,2,2,2,2,0",O_SENT,"O_SENT,2,2,3,2,0",0.0,1640,10000.0
"O_SENT,2,2,3,2,0",W_Call_after_offer,"W_Call_after_offer,3,2,3,2,0",-6.96,1640,10000.0
"W_Call_after_offer,3,2,3,2,0",O_SENT_BACK,"O_SENT_BACK,3,2,3,3,0",0.0,1640,10000.0
"O_SENT_BACK,3,2,3,3,0",W_Assess_application,"W_Assess_application,3,2,3,3,0",-0.67,1640,10000.0
"W_Assess_application,3,2,3,3,0",O_CANCELLED,"O_CANCELLED,3,2,3,3,0",0.0,1640,10000.0
"O_CANCELLED,3,2,3,3,0",O_ACCEPTED,"O_ACCEPTED,3,2,3,3,0",0.0,1640,10000.0
"O_ACCEPTED,3,2,3,3,0",A_APPROVED,"A_APPROVED,3,2,3,3,0",0.0,1640,10000.0
"A_APPROVED,3,2,3,3,0",A_REGISTERED,"A_REGISTERED,3,2,3,3,0",0.0,1640,10000.0
"A_REGISTERED,3,2,3,3,0",A_ACTIVATED,"A_ACTIVATED,3,2,3,3,0",0.0,1640,10000.0
"A_ACTIVATED,3,2,3,3,0",END,END,1500.0,1640,10000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1641,32000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1641,32000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-11.63,1641,32000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_DECLINED,"A_DECLINED,0,0,0,0,1",0.0,1641,32000.0
"A_DECLINED,0,0,0,0,1",END,END,0.0,1641,32000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1642,9000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1642,9000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,1642,9000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-9.24,1642,9000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,1642,9000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,1642,9000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,1642,9000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,1642,9000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,1642,9000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-1.54,1642,9000.0
"W_Call_after_offer,1,0,1,0,0",O_SELECTED,"O_SELECTED,1,0,1,0,0",0.0,1642,9000.0
"O_SELECTED,1,0,1,0,0",O_CREATED,"O_CREATED,1,0,1,0,0",0.0,1642,9000.0
"O_CREATED,1,0,1,0,0",O_SENT,"O_SENT,1,0,2,0,0",0.0,1642,9000.0
"O_SENT,1,0,2,0,0",W_Call_after_offer,"W_Call_after_offer,2,0,2,0,0",-2.68,1642,9000.0
"W_Call_after_offer,2,0,2,0,0",O_SENT_BACK,"O_SENT_BACK,2,0,2,1,0",0.0,1642,9000.0
"O_SENT_BACK,2,0,2,1,0",W_Assess_application,"W_Assess_application,2,0,2,1,0",-13.45,1642,9000.0
"W_Assess_application,2,0,2,1,0",W_Call_missing_information,"W_Call_missing_information,2,1,2,1,0",-2.28,1642,9000.0
"W_Call_missing_information,2,1,2,1,0",O_ACCEPTED,"O_ACCEPTED,2,1,2,1,0",0.0,1642,9000.0
"O_ACCEPTED,2,1,2,1,0",A_APPROVED,"A_APPROVED,2,1,2,1,0",0.0,1642,9000.0
"A_APPROVED,2,1,2,1,0",A_REGISTERED,"A_REGISTERED,2,1,2,1,0",0.0,1642,9000.0
"A_REGISTERED,2,1,2,1,0",A_ACTIVATED,"A_ACTIVATED,2,1,2,1,0",0.0,1642,9000.0
"A_ACTIVATED,2,1,2,1,0",END,END,1350.0,1642,9000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1643,48000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1643,48000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,1643,48000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-13.92,1643,48000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",O_DECLINED,"O_DECLINED,0,0,0,0,0",0.0,1643,48000.0
"O_DECLINED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,1643,48000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,1643,48000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1644,17000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1644,17000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-0.62,1644,17000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_CANCELLED,"A_CANCELLED,0,0,0,0,1",0.0,1644,17000.0
"A_CANCELLED,0,0,0,0,1",END,END,0.0,1644,17000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1645,27000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1645,27000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,1645,27000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,1645,27000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1646,30000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1646,30000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,1646,30000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-19.6,1646,30000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_CANCELLED,"A_CANCELLED,0,0,0,0,0",0.0,1646,30000.0
"A_CANCELLED,0,0,0,0,0",END,END,0.0,1646,30000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1647,21000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1647,21000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-12.08,1647,21000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,1",0.0,1647,21000.0
"A_PREACCEPTED,0,0,0,0,1",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,1",-9.27,1647,21000.0
"W_Complete_preaccepted_appl,0,0,0,0,1",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,1",0.0,1647,21000.0
"A_ACCEPTED,0,0,0,0,1",A_FINALIZED,"A_FINALIZED,0,0,0,0,1",0.0,1647,21000.0
"A_FINALIZED,0,0,0,0,1",O_SELECTED,"O_SELECTED,0,0,0,0,1",0.0,1647,21000.0
"O_SELECTED,0,0,0,0,1",O_CREATED,"O_CREATED,0,0,0,0,1",0.0,1647,21000.0
"O_CREATED,0,0,0,0,1",O_SENT,"O_SENT,0,0,1,0,1",0.0,1647,21000.0
"O_SENT,0,0,1,0,1",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,1",-4.82,1647,21000.0
"W_Call_after_offer,1,0,1,0,1",O_SELECTED,"O_SELECTED,1,0,1,0,1",0.0,1647,21000.0
"O_SELECTED,1,0,1,0,1",O_CREATED,"O_CREATED,1,0,1,0,1",0.0,1647,21000.0
"O_CREATED,1,0,1,0,1",O_SENT,"O_SENT,1,0,2,0,1",0.0,1647,21000.0
"O_SENT,1,0,2,0,1",W_Call_after_offer,"W_Call_after_offer,2,0,2,0,1",-3.23,1647,21000.0
"W_Call_after_offer,2,0,2,0,1",O_DECLINED,"O_DECLINED,2,0,2,0,1",0.0,1647,21000.0
"O_DECLINED,2,0,2,0,1",A_DECLINED,"A_DECLINED,2,0,2,0,1",0.0,1647,21000.0
"A_DECLINED,2,0,2,0,1",END,END,0.0,1647,21000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1648,33000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1648,33000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-9.92,1648,33000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,1",0.0,1648,33000.0
"A_PREACCEPTED,0,0,0,0,1",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,1",-3.86,1648,33000.0
"W_Complete_preaccepted_appl,0,0,0,0,1",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,1",0.0,1648,33000.0
"A_ACCEPTED,0,0,0,0,1",A_FINALIZED,"A_FINALIZED,0,0,0,0,1",0.0,1648,33000.0
"A_FINALIZED,0,0,0,0,1",O_SELECTED,"O_SELECTED,0,0,0,0,1",0.0,1648,33000.0
"O_SELECTED,0,0,0,0,1",O_CREATED,"O_CREATED,0,0,0,0,1",0.0,1648,33000.0
"O_CREATED,0,0,0,0,1",O_SENT,"O_SENT,0,0,1,0,1",0.0,1648,33000.0
"O_SENT,0,0,1,0,1",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,1",-10.08,1648,33000.0
"W_Call_after_offer,1,0,1,0,1",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,1",0.0,1648,33000.0
"O_SENT_BACK,1,0,1,1,1",W_Assess_application,"W_Assess_application,1,0,1,1,1",-8.23,1648,33000.0
"W_Assess_application,1,0,1,1,1",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,1",-12.58,1648,33000.0
"W_Call_missing_information,1,1,1,1,1",O_CANCELLED,"O_CANCELLED,1,1,1,1,1",0.0,1648,33000.0
"O_CANCELLED,1,1,1,1,1",O_DECLINED,"O_DECLINED,1,1,1,1,1",0.0,1648,33000.0
"O_DECLINED,1,1,1,1,1",A_DECLINED,"A_DECLINED,1,1,1,1,1",0.0,1648,33000.0
"A_DECLINED,1,1,1,1,1",END,END,0.0,1648,33000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1649,45000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1649,45000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,1649,45000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-5.78,1649,45000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,1649,45000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,1649,45000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,1649,45000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,1649,45000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,1649,45000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-1.49,1649,45000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,1649,45000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-10.17,1649,45000.0
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-13.69,1649,45000.0
"W_Call_missing_information,1,1,1,1,0",O_SELECTED,"O_SELECTED,1,1,1,1,0",0.0,1649,45000.0
"O_SELECTED,1,1,1,1,0",O_CREATED,"O_CREATED,1,1,1,1,0",0.0,1649,45000.0
"O_CREATED,1,1,1,1,0",O_SENT,"O_SENT,1,1,2,1,0",0.0,1649,45000.0
"O_SENT,1,1,2,1,0",W_Call_after_offer,"W_Call_after_offer,2,1,2,1,0",-2.37,1649,45000.0
"W_Call_after_offer,2,1,2,1,0",O_CANCELLED,"O_CANCELLED,2,1,2,1,0",0.0,1649,45000.0
"O_CANCELLED,2,1,2,1,0",O_SELECTED,"O_SELECTED,2,1,2,1,0",0.0,1649,45000.0
"O_SELECTED,2,1,2,1,0",O_CREATED,"O_CREATED,2,1,2,1,0",0.0,1649,45000.0
"O_CREATED,2,1,2,1,0",O_SENT,"O_SENT,2,1,3,1,0",0.0,1649,45000.0
"O_SENT,2,1,3,1,0",W_Call_after_offer,"W_Call_after_offer,3,1,3,1,0",-11.47,1649,45000.0
"W_Call_after_offer,3,1,3,1,0",O_SENT_BACK,"O_SENT_BACK,3,1,3,2,0",0.0,1649,45000.0
"O_SENT_BACK,3,1,3,2,0",W_Assess_application,"W_Assess_application,3,1,3,2,0",-18.87,1649,45000.0
"W_Assess_application,3,1,3,2,0",W_Call_missing_information,"W_Call_missing_information,3,2,3,2,0",-11.53,1649,45000.0
"W_Call_missing_information,3,2,3,2,0",O_SELECTED,"O_SELECTED,3,2,3,2,0",0.0,1649,45000.0
"O_SELECTED,3,2,3,2,0",O_CREATED,"O_CREATED,3,2,3,2,0",0.0,1649,45000.0
"O_CREATED,3,2,3,2,0",O_SENT,"O_SENT,3,2,4,2,0",0.0,1649,45000.0
"O_SENT,3,2,4,2,0",W_Call_after_offer,"W_Call_after_offer,4,2,4,2,0",-0.12,1649,45000.0
"W_Call_after_offer,4,2,4,2,0",O_SELECTED,"O_SELECTED,4,2,4,2,0",0.0,1649,45000.0
"O_SELECTED,4,2,4,2,0",O_CREATED,"O_CREATED,4,2,4,2,0",0.0,1649,45000.0
"O_CREATED,4,2,4,2,0",O_SENT,"O_SENT,4,2,5,2,0",0.0,1649,45000.0
"O_SENT,4,2,5,2,0",W_Call_after_offer,"W_Call_after_offer,5,2,5,2,0",-49.79,1649,45000.0
"W_Call_after_offer,5,2,5,2,0",O_SELECTED,"O_SELECTED,5,2,5,2,0",0.0,1649,45000.0
"O_SELECTED,5,2,5,2,0",O_CREATED,"O_CREATED,5,2,5,2,0",0.0,1649,45000.0
"O_CREATED,5,2,5,2,0",O_SENT,"O_SENT,5,2,6,2,0",0.0,1649,45000.0
"O_SENT,5,2,6,2,0",W_Call_after_offer,"W_Call_after_offer,6,2,6,2,0",-7.97,1649,45000.0
"W_Call_after_offer,6,2,6,2,0",O_SELECTED,"O_SELECTED,6,2,6,2,0",0.0,1649,45000.0
"O_SELECTED,6,2,6,2,0",O_CREATED,"O_CREATED,6,2,6,2,0",0.0,1649,45000.0
"O_CREATED,6,2,6,2,0",O_SENT,"O_SENT,6,2,7,2,0",0.0,1649,45000.0
"O_SENT,6,2,7,2,0",W_Call_after_offer,"W_Call_after_offer,7,2,7,2,0",-4.41,1649,45000.0
"W_Call_after_offer,7,2,7,2,0",O_CANCELLED,"O_CANCELLED,7,2,7,2,0",0.0,1649,45000.0
"O_CANCELLED,7,2,7,2,0",O_ACCEPTED,"O_ACCEPTED,7,2,7,2,0",0.0,1649,45000.0
"O_ACCEPTED,7,2,7,2,0",A_APPROVED,"A_APPROVED,7,2,7,2,0",0.0,1649,45000.0
"A_APPROVED,7,2,7,2,0",A_REGISTERED,"A_REGISTERED,7,2,7,2,0",0.0,1649,45000.0
"A_REGISTERED,7,2,7,2,0",A_ACTIVATED,"A_ACTIVATED,7,2,7,2,0",0.0,1649,45000.0
"A_ACTIVATED,7,2,7,2,0",END,END,6750.0,1649,45000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,165,25000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,165,25000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,165,25000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-13.12,165,25000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,165,25000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,165,25000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,165,25000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,165,25000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,165,25000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-0.38,165,25000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,165,25000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-0.56,165,25000.0
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-1.18,165,25000.0
"W_Call_missing_information,1,1,1,1,0",O_SELECTED,"O_SELECTED,1,1,1,1,0",0.0,165,25000.0
"O_SELECTED,1,1,1,1,0",O_CREATED,"O_CREATED,1,1,1,1,0",0.0,165,25000.0
"O_CREATED,1,1,1,1,0",O_SENT,"O_SENT,1,1,2,1,0",0.0,165,25000.0
"O_SENT,1,1,2,1,0",W_Call_after_offer,"W_Call_after_offer,2,1,2,1,0",-15.64,165,25000.0
"W_Call_after_offer,2,1,2,1,0",O_SELECTED,"O_SELECTED,2,1,2,1,0",0.0,165,25000.0
"O_SELECTED,2,1,2,1,0",O_CREATED,"O_CREATED,2,1,2,1,0",0.0,165,25000.0
"O_CREATED,2,1,2,1,0",O_SENT,"O_SENT,2,1,3,1,0",0.0,165,25000.0
"O_SENT,2,1,3,1,0",W_Call_after_offer,"W_Call_after_offer,3,1,3,1,0",-2.19,165,25000.0
"W_Call_after_offer,3,1,3,1,0",O_SELECTED,"O_SELECTED,3,1,3,1,0",0.0,165,25000.0
